Product ID,Similarity
8,0.45454545454545453
9,0.45454545454545453
10,0.36363636363636365
11,0.45454545454545453
12,0.36363636363636365
13,0.45454545454545453
15,0.36363636363636365
16,0.45454545454545453
17,0.45454545454545453
18,0.45454545454545453
19,0.45454545454545453
20,0.36363636363636365
21,0.45454545454545453
22,0.45454545454545453
28,0.36363636363636365
29,0.36363636363636365
30,0.36363636363636365
31,0.45454545454545453
32,0.45454545454545453
33,0.45454545454545453
34,0.45454545454545453
35,0.36363636363636365
36,0.45454545454545453
37,0.45454545454545453
38,0.45454545454545453
39,0.45454545454545453
40,0.45454545454545453
41,0.36363636363636365
42,0.45454545454545453
43,0.45454545454545453
44,0.36363636363636365
45,0.45454545454545453
46,0.45454545454545453
47,0.45454545454545453
48,0.36363636363636365
49,0.45454545454545453
50,0.45454545454545453
51,0.45454545454545453
52,0.45454545454545453
53,0.45454545454545453
54,0.45454545454545453
55,0.45454545454545453
56,0.36363636363636365
57,0.45454545454545453
58,0.45454545454545453
59,0.45454545454545453
60,0.45454545454545453
61,0.45454545454545453
62,0.45454545454545453
63,0.45454545454545453
64,0.09090909090909091
65,0.45454545454545453
66,0.36363636363636365
67,0.09090909090909091
68,0.36363636363636365
