user_id,1,2,3,4,6,7,8,9,10,12,13
1,0.0,0.3379189091915234,0.020423670335751324,0.11756121307913919,0.0967078298402169,0.031575839165172405,-0.049185388269306324,0.0074912777391947,-0.09824718648648241,0.1559625734730108,0.020423670335751327
2,0.3379189091915234,0.0,-0.17857142857142863,-0.150755672288882,0.12741179785940646,0.05521576303742334,-0.029565619799454122,-0.14409760442605868,-0.09449111825230684,5.782411586589347e-18,-0.17857142857142866
3,0.020423670335751324,-0.17857142857142863,0.0,-0.24228590189284593,-0.3203496631893649,-0.0276078815187117,-0.0992560093267388,-0.1132195463347604,-0.05399492471560383,-0.09523809523809527,0.5637755102040819
4,0.11756121307913919,-0.150755672288882,-0.24228590189284593,0.0,-0.09219864597038363,-0.0582686263435524,0.04457184889504175,0.008689412492187168,0.15669579263200245,0.11725441178024114,-0.03768891807222049
6,0.0967078298402169,0.12741179785940646,-0.3203496631893649,-0.09219864597038363,0.0,-0.2546720549237296,0.342044396631631,0.2173792605903471,-0.10594569267279531,0.1359059177167,-0.32034966318936503
7,0.031575839165172405,0.05521576303742334,-0.0276078815187117,-0.0582686263435524,-0.2546720549237296,0.0,-0.24650572679208263,-0.08433846731064595,-0.08347838711296812,-0.14724203476646194,0.08479563609318594
8,-0.049185388269306324,-0.029565619799454122,-0.0992560093267388,0.04457184889504175,0.342044396631631,-0.24650572679208263,0.0,0.4669327145174394,-0.07263590039349696,-0.12811768579763422,-0.21963031851023088
9,0.0074912777391947,-0.14409760442605868,-0.1132195463347604,0.008689412492187168,0.2173792605903471,-0.08433846731064595,0.4669327145174394,0.0,-0.07624928516630236,-0.13449109746432117,-0.23055616708169419
10,-0.09824718648648241,-0.09449111825230684,-0.05399492471560383,0.15669579263200245,-0.10594569267279531,-0.08347838711296812,-0.07263590039349696,-0.07624928516630236,0.0,0.5669467095138396,0.33071891388307373
12,0.1559625734730108,5.782411586589347e-18,-0.09523809523809527,0.11725441178024114,0.1359059177167,-0.14724203476646194,-0.12811768579763422,-0.13449109746432117,0.5669467095138396,0.0,0.13095238095238118
13,0.020423670335751327,-0.17857142857142866,0.5637755102040819,-0.03768891807222049,-0.32034966318936503,0.08479563609318594,-0.21963031851023088,-0.23055616708169419,0.33071891388307373,0.13095238095238118,0.0
